State,Cycle,District,StateDistrict,FEC_ID,Cand_Name,Gen_Votes,Gen_Vote_Pct,Winner,PartyName,Party,Incumbent,PresYear,PartyInPres,TotDistVotes,TotDistDisb,TotDisb,CandinDist
FL,2014,1,FL-1,H4FL01155,"Wichern, Mark",15281,0.0649,0,Other,4,0,0,0,235343,767651.22,207773.43,3
IL,2008,16,IL-16,H8IL16062,"Abboud, Robert G.",112648,0.3608,0,Democrat,0,0,1,1,312220,1852597.00,501321.24,3
IL,2014,17,IL-17,H0IL17059,"Schilling, Bobby",88785,0.4453,0,Republican,1,0,0,0,199361,4238781.28,1144068.66,3
MI,2010,11,MI-11,H0MI11087,"Mosher, Natalie",91710,0.3849,0,Democrat,0,0,0,1,238287,1190395.48,319881.38,2
OH,2012,5,OH-5,H2OH05021,"Zimmann, Angela",137806,0.3916,0,Democrat,0,0,1,1,351878,1756085.94,471537.90,2
KY,2004,3,KY-3,H4KY03186,"Miller, Tony",124040,0.3780,0,Democrat,0,0,1,0,328154,4559653.43,1221095.61,2
ID,2016,1,ID-1,H6ID01250,"Piotrowski, James ",113052,0.3181,0,Democrat,0,0,1,1,355357,1198002.57,320424.19,2
MT,2014,0,MT-0,H4MT00068,"Lewis, John ",148690,0.4041,0,Democrat,0,0,0,1,367963,6368141.02,1703086.35,2
IN,2004,9,IN-9,H2IN09084,"Sodrel, Mike",142197,0.4946,1,Republican,1,0,1,1,287510,3181590.56,1546884.64,2
CA,2010,44,CA-44,H8CA44091,"Hedrick, Bill",85784,0.4439,0,Democrat,0,0,0,1,193266,2102038.54,561785.82,2
SD,2012,0,SD-0,H2SD00134,"Varilek, Matt",153789,0.4255,0,Democrat,0,0,1,1,361429,3667781.20,979601.37,2
FL,2016,26,FL-26,H8FL25015,"Garcia, Joe ",115493,0.4117,0,Democrat,0,1,1,1,280542,5253855.37,1401133.03,2
VA,2012,9,VA-9,H2VA09077,"Flaccavento, Anthony J.",116400,0.3859,0,Democrat,0,0,1,1,301658,1799741.14,479435.56,2
CA,2012,22,CA-22,H2CA22140,"Lee, Otto",81555,0.3812,0,Democrat,0,0,1,1,213941,1482616.43,394817.84,2
KY,2006,4,KY-4,H2KY04071,"Davis, Geoff",105845,0.5169,1,Republican,1,1,0,1,204767,5724942.96,4255385.49,2
KY,2004,4,KY-4,H2KY04071,"Davis, Geoff",160982,0.5440,1,Republican,1,0,1,1,295927,4407819.47,2959532.51,2
KY,2008,4,KY-4,H2KY04071,"Davis, Geoff",190210,0.6303,1,Republican,1,1,1,0,301759,1830705.15,1811174.15,2
KY,2010,4,KY-4,H2KY04071,"Davis, Geoff",151813,0.6948,1,Republican,1,1,0,0,218507,2012224.85,1600178.54,2
KY,2014,4,KY-4,H2KY04121,"Massie, Thomas",150464,0.6773,1,Republican,1,1,0,0,222158,558876.23,558876.23,1
KY,2016,4,KY-4,H2KY04121,"Massie, Thomas",233922,0.7132,1,Republican,1,1,1,0,327987,430426.25,430426.25,1
MN,2012,2,MN-2,H2MN02122,"Obermueller, Mike",164338,0.4585,0,Democrat,0,0,1,1,358446,2667521.32,710165.81,2
NC,2010,11,NC-11,H0NC11118,"Miller, Jeff",110246,0.4566,0,Republican,1,0,0,0,241471,3010381.74,797644.54,2
IL,2004,17,IL-17,H4IL17069,"Zinga, Andrea Lane",111680,0.3932,0,Republican,1,0,1,1,284000,1022708.96,270258.95,2
CA,2010,51,CA-51,H0CA51036,"Popaditch, Nick",57488,0.3995,0,Republican,1,0,0,0,143916,1367301.14,361013.42,2
WI,2012,1,WI-1,H2WI01084,"Zerban, Rob",158414,0.4339,0,Democrat,0,0,1,1,365058,9015646.48,2364425.80,2
NC,2010,4,NC-4,H8NC04074,"Lawson, William (B.J.)",116448,0.4284,0,Republican,1,0,0,0,271832,1810466.52,474716.28,2
OH,2016,1,OH-1,H6OH01096,"Young, Michele",144644,0.4077,0,Democrat,0,0,1,1,354788,940967.54,246494.17,2
NY,2012,23,NY-23,H0NY29054,"Reed, Thomas W., II",117641,0.4435,0,Republican,1,1,1,0,265282,7736985.42,2026454.26,2
LA,2004,5,LA-5,H2LA05084,"Alexander, Rodney",141495,0.5944,1,Republican,1,1,1,1,238057,1514388.28,1344526.15,3
LA,2010,5,LA-5,H2LA05084,"Alexander, Rodney ",122033,0.7857,1,Republican,1,1,0,0,155312,1287262.91,1287262.91,1
LA,2006,5,LA-5,H2LA05084,"Alexander, Rodney",78211,0.6826,1,Republican,1,1,0,1,114582,1356310.06,1199381.84,2
LA,2012,5,LA-5,H2LA05084,"Alexander, Rodney ",202536,0.7783,1,Republican,1,1,1,0,260216,1157954.63,1157954.63,1
CA,2016,31,CA-31,H4CA31071,"Chabot, Paul ",94866,0.4393,0,Republican,1,0,1,0,215936,2709170.12,697268.25,2
WV,2012,3,WV-3,H4WV03047,"Snuffer, Rick",92238,0.4602,0,Republican,1,0,1,0,200437,2316677.55,595849.20,2
MA,2010,1,MA-1,H2MA01020,"Olver, John W.",128011,0.6000,1,Democrat,0,1,0,1,213364,982077.63,908833.64,3
MA,2008,1,MA-1,H2MA01020,"Olver, John W.",215696,0.7285,1,Democrat,0,1,1,1,296099,1015250.88,857636.68,2
MA,2006,1,MA-1,H2MA01020,"Olver, John W.",158057,0.7640,1,Democrat,0,1,0,0,206884,716987.24,670486.95,2
MA,2004,1,MA-1,H2MA01020,"Olver, John W.",229465,0.9902,1,Democrat,0,1,1,0,231747,460468.20,460468.20,1
MA,2012,4,MA-4,H2MA04073,"Kennedy, Joseph P., III",221303,0.6109,1,Democrat,0,0,1,1,362245,4937973.20,3869295.43,2
MA,2016,4,MA-4,H2MA04073,"Kennedy, Joseph P., III",265823,0.7010,1,Democrat,0,1,1,1,379213,1816300.92,1797668.25,2
MA,2014,4,MA-4,H2MA04073,"Kennedy, Joseph P., III",184158,0.9791,1,Democrat,0,1,0,1,188098,1629037.24,1629037.24,1
MA,2004,5,MA-5,H2MA05054,"Meehan, Martin T.",179652,0.6699,1,Democrat,0,1,1,0,268189,490389.47,459983.47,2
MA,2006,5,MA-5,H2MA05054,"Meehan, Martin T.",159120,0.9806,1,Democrat,0,1,0,0,162272,452784.92,452784.92,1
KY,2006,4,KY-4,H8KY00035,"Lucas, Ken",88822,0.4338,0,Democrat,0,0,0,0,204767,5724942.96,1469557.47,2
CA,2008,48,CA-48,H6CA48070,"Young, Steve",125537,0.4067,0,Democrat,0,0,1,1,308702,1044591.22,268133.76,2
MA,2010,9,MA-9,H2MA09072,"Lynch, Stephen F.",157071,0.6830,1,Democrat,0,1,0,1,229964,1673824.45,1629197.70,3
MA,2006,9,MA-9,H2MA09072,"Lynch, Stephen F.",169420,0.7806,1,Democrat,0,1,0,0,217036,1006262.67,868168.74,2
MA,2008,9,MA-9,H2MA09072,"Lynch, Stephen F.",242166,0.9872,1,Democrat,0,1,1,1,245294,739426.12,739426.12,1
MA,2004,9,MA-9,H2MA09072,"Lynch, Stephen F.",218167,0.9903,1,Democrat,0,1,1,0,220312,591801.70,591801.70,1
MA,2014,8,MA-8,H2MA09072,"Lynch, Stephen F. ",200644,0.9867,1,Democrat,0,1,0,1,203351,1235107.96,1235107.96,1
MA,2012,8,MA-8,H2MA09072,"Lynch, Stephen F.",263999,0.7612,1,Democrat,0,1,1,1,346811,678775.09,642217.09,2
MA,2016,8,MA-8,H2MA09072,"Lynch, Stephen F. ",271019,0.7241,1,Democrat,0,1,1,1,374265,576844.74,528715.64,2
TX,2008,23,TX-23,H8TX23097,"Larson, Lyle",100799,0.4192,0,Republican,1,0,1,0,240470,3176146.23,813776.48,2
ME,2016,1,ME-1,H6ME01207,"Holbrook, Mark I.",164569,0.4194,0,Republican,1,0,1,0,392391,398596.22,102072.33,2
MA,2008,10,MA-10,H2MA11060,"Delahunt, William D.",272899,0.9864,1,Democrat,0,1,1,1,276673,1217880.80,1217880.80,1
MA,2006,10,MA-10,H2MA11060,"Delahunt, William D.",171812,0.6430,1,Democrat,0,1,0,0,267202,1086876.44,974427.92,3
MA,2004,10,MA-10,H2MA11060,"Delahunt, William D. ",222013,0.6587,1,Democrat,0,1,1,0,337070,1106563.29,843759.13,2
PA,2008,19,PA-19,H6PA19126,"Avillo, Philip J., Jr.",109533,0.3335,0,Democrat,0,0,1,1,328395,258532.66,66031.84,2
MN,2016,3,MN-3,H8MN03069,"Bonoff, Terri E.",169243,0.4301,0,Democrat,0,0,1,1,393464,7757236.40,1974811.76,2
PA,2012,7,PA-7,H2PA07070,"Badey, George",143509,0.4060,0,Democrat,0,0,1,1,353451,2213144.23,560345.79,2
MD,2010,2,MD-2,H2MD02160,"Ruppersberger, C.A. Dutch",134133,0.6421,1,Democrat,0,1,0,1,208904,1557187.72,1334073.04,2
MD,2004,2,MD-2,H2MD02160,"Ruppersberger, C.A. Dutch ",164751,0.6662,1,Democrat,0,1,1,0,247295,725390.07,648493.07,2
MD,2008,2,MD-2,H2MD02160,"Ruppersberger, C. A. Dutch",198578,0.7186,1,Democrat,0,1,1,1,276333,646006.65,636167.87,2
MD,2006,2,MD-2,H2MD02160,"Ruppersberger, C. A. Dutch",135818,0.6921,1,Democrat,0,1,0,0,196228,599436.01,590988.01,2
MD,2016,2,MD-2,H2MD02160,"Ruppersberger, C.A. Dutch",192183,0.6210,1,Democrat,0,1,1,1,309480,1376215.25,1150355.61,2
MD,2012,2,MD-2,H2MD02160,"Ruppersberger, C. A. Dutch ",194088,0.6558,1,Democrat,0,1,1,1,295940,1349256.98,1096047.97,2
MD,2014,2,MD-2,H2MD02160,"Ruppersberger, C. A. Dutch ",120412,0.6132,1,Democrat,0,1,0,1,196354,897048.47,893338.66,3
TX,2010,32,TX-32,H0TX32012,"Raggio, Grier",44258,0.3488,0,Democrat,0,0,0,1,126869,2596902.92,657354.42,3
NJ,2012,6,NJ-6,H0NJ06164,"Little, Anna",84360,0.3520,0,Republican,1,0,1,0,239638,2131769.59,538477.51,2
MD,2006,3,MD-3,H6MD03367,"White, John",79174,0.3376,0,Republican,1,0,0,1,234486,1867775.60,471187.86,2
MD,2016,5,MD-5,H2MD05155,"Hoyer, Steny H.",242989,0.6738,1,Democrat,0,1,1,1,360634,3899702.26,3846648.10,2
MD,2014,5,MD-5,H2MD05155,"Hoyer, Steny H. ",144725,0.6403,1,Democrat,0,1,0,1,226040,3869752.96,3843175.61,2
MD,2012,5,MD-5,H2MD05155,"Hoyer, Steny H. ",238618,0.6940,1,Democrat,0,1,1,1,343820,4009681.37,3838032.94,2
MD,2010,5,MD-5,H2MD05155,"Hoyer, Steny H.",155110,0.6426,1,Democrat,0,1,0,1,241383,5262943.41,4687712.78,2
MD,2008,5,MD-5,H2MD05155,"Hoyer, Steny H.",253854,0.7365,1,Democrat,0,1,1,1,344691,3454152.84,3435236.84,2
MD,2006,5,MD-5,H2MD05155,"Hoyer, Steny H.",168114,0.8268,1,Democrat,0,1,0,0,203323,2371057.97,2360633.97,2
MD,2004,5,MD-5,H2MD05155,"Hoyer, Steny H.",204867,0.6867,1,Democrat,0,1,1,0,298335,1932052.61,1779293.21,3
MD,2006,4,MD-4,H2MD05361,"Wynn, Albert R.",141897,0.8067,1,Democrat,0,1,0,0,175903,980868.76,980868.76,1
MD,2004,4,MD-4,H2MD05361,"Wynn, Albert R.",196809,0.7516,1,Democrat,0,1,1,0,261860,820284.45,722212.77,3
NC,2006,8,NC-8,H6NC08111,"Kissell, Larry ",60597,0.4986,0,Democrat,0,0,0,0,121523,3310001.31,834826.12,2
MD,2004,6,MD-6,H2MD06054,"Bartlett, Roscoe G.",206076,0.6738,1,Republican,1,1,1,1,305857,436896.85,436896.85,1
MD,2006,6,MD-6,H2MD06054,"Bartlett, Roscoe G.",141200,0.5897,1,Republican,1,1,0,1,239453,638047.24,422103.27,3
MD,2010,6,MD-6,H2MD06054,"Bartlett, Roscoe G.",148820,0.6145,1,Republican,1,1,0,0,242189,433694.27,387788.90,2
MD,2008,6,MD-6,H2MD06054,"Bartlett, Roscoe",190926,0.5776,1,Republican,1,1,1,0,330535,445987.24,273602.59,2
DE,2006,0,DE-0,H6DE00172,"Spivack, Dennis",97565,0.3876,0,Democrat,0,0,0,0,251694,1537585.29,386892.86,3
AZ,2008,1,AZ-1,H2AZ01149,"Hay, Sydney",109924,0.3943,0,Republican,1,0,1,0,278787,2703286.72,675726.83,3
MD,2012,6,MD-6,H2MD06195,"Delaney, John ",181921,0.5877,1,Democrat,0,0,1,1,309549,5973531.74,4601988.07,2
MD,2014,6,MD-6,H2MD06195,"Delaney, John K.",94704,0.4970,1,Democrat,0,1,0,1,190536,4052080.87,2586096.73,2
MD,2016,6,MD-6,H2MD06195,"Delaney, John K.",185770,0.5596,1,Democrat,0,1,1,1,331973,3136802.18,1959657.49,2
MD,2010,8,MD-8,H2MD08126,"Van Hollen, Chris",153613,0.7327,1,Democrat,0,1,0,1,209667,2767188.90,2572167.88,3
MD,2008,8,MD-8,H2MD08126,"Van Hollen, Chris",229740,0.7507,1,Democrat,0,1,1,1,306014,1374982.83,1279461.40,3
MD,2004,8,MD-8,H2MD08126,"Van Hollen, Chris",215129,0.7478,1,Democrat,0,1,1,0,287680,1588138.02,1235491.42,2
MD,2006,8,MD-8,H2MD08126,"Van Hollen, Chris",168872,0.7652,1,Democrat,0,1,0,0,220685,708511.77,676666.77,2
MD,2012,8,MD-8,H2MD08126,"Van Hollen, Chris ",217531,0.6337,1,Democrat,0,1,1,1,343256,1769126.20,1545663.56,3
MD,2014,8,MD-8,H2MD08126,"Van Hollen, Chris ",136722,0.6074,1,Democrat,0,1,0,1,225097,1427947.30,1412129.30,2
IN,2006,8,IN-8,H4IN08108,"Hostettler, John N.",83704,0.3898,0,Republican,1,1,0,1,214723,2322511.14,580165.91,2
IA,2008,5,IA-5,H8IA05053,"Hubler, Rob",99601,0.3736,0,Democrat,0,0,1,1,266617,1163331.12,290096.34,2
NY,2010,24,NY-24,H6NY24128,"Arcuri, Michael A.",85624,0.4467,0,Democrat,0,1,0,1,191700,7568704.51,1886555.33,2
ME,2004,2,ME-2,H2ME02097,"Michaud, Michael H.",199303,0.5803,1,Democrat,0,1,1,0,343436,1976668.33,1309200.11,2
ME,2010,2,ME-2,H2ME02097,"Michaud, Michael H.",147042,0.5513,1,Democrat,0,1,0,1,266711,1774630.66,1244847.93,2
ME,2006,2,ME-2,H2ME02097,"Michaud, Michael H.",179732,0.7052,1,Democrat,0,1,0,0,254878,756350.94,737824.94,2
ME,2008,2,ME-2,H2ME02097,"Michaud, Michael H.",226274,0.6744,1,Democrat,0,1,1,1,335542,866707.25,569118.75,2
ME,2012,2,ME-2,H2ME02097,"Michaud, Michael H.",191456,0.5819,1,Democrat,0,1,1,1,328998,1882048.07,1199774.95,2
FL,2010,10,FL-10,H0FL10055,"Justice, Charlie",71313,0.3408,0,Democrat,0,0,0,1,209256,1286007.28,320532.34,2
MI,2008,11,MI-11,H2MI00037,"McCotter, Thaddeus G.",177461,0.5141,1,Republican,1,1,1,0,345182,1089327.42,1058506.42,3
MI,2006,11,MI-11,H2MI00037,"McCotter, Thaddeus G.",143658,0.5405,1,Republican,1,1,0,1,265784,1009859.85,875713.77,2
MI,2010,11,MI-11,H2MI00037,"McCotter, Thaddeus G.",141224,0.5927,1,Republican,1,1,0,0,238287,1190395.48,870514.10,2
MI,2004,11,MI-11,H2MI00037,"McCotter, Thaddeus G. ",186431,0.5697,1,Republican,1,1,1,1,327216,779104.94,735849.19,2
MI,2008,1,MI-1,H2MI01068,"Stupak, Bart",213216,0.6504,1,Democrat,0,1,1,1,327836,1517945.29,1281687.75,2
MI,2006,1,MI-1,H2MI01068,"Stupak, Bart",180448,0.6942,1,Democrat,0,1,0,0,259927,838501.77,833139.77,2
MI,2004,1,MI-1,H2MI01068,"Stupak, Bart",211571,0.6557,1,Democrat,0,1,1,0,322674,742428.84,731358.84,2
IL,2008,8,IL-8,H8IL08077,"Greenberg, Steve",116081,0.3928,0,Republican,1,0,1,0,295525,3976583.88,990576.97,2
MN,2012,1,MN-1,H0MN01037,"Quist, Allen",142164,0.4233,0,Republican,1,0,1,0,335880,2571642.59,640312.03,2
MI,2008,2,MI-2,H2MI02066,"Hoekstra, Peter ",214100,0.6236,1,Republican,1,1,1,0,343309,940662.84,828856.96,2
MI,2004,2,MI-2,H2MI02066,"Hoekstra, Peter",225343,0.6934,1,Republican,1,1,1,1,325005,498236.46,498236.46,1
NY,2006,25,NY-25,H8NY27036,"Walsh, James T. ",91187,0.4190,0,Republican,1,1,0,1,217633,7199214.85,1787555.73,2
NH,2014,2,NH-2,H4NH02241,"Garcia, Marilinda",106871,0.4487,0,Republican,1,0,0,0,238184,4836860.90,1195083.72,2
WV,2016,2,WV-2,H0WV02104,"Hunt, Mark",101207,0.4182,0,Democrat,0,0,1,1,242014,1762820.34,435446.00,2
MI,2014,5,MI-5,H2MI05119,"Kildee, Daniel T.",148182,0.6671,1,Democrat,0,1,0,1,222138,938757.28,938757.28,1
MI,2016,5,MI-5,H2MI05119,"Kildee, Daniel T.",195279,0.6116,1,Democrat,0,1,1,1,319291,706564.67,706564.67,1
MI,2012,5,MI-5,H2MI05119,"Kildee, Daniel T.",214531,0.6498,1,Democrat,0,0,1,1,330146,636288.61,579338.70,2
LA,2014,5,LA-5,H4LA05247,"Dasher, ""Zach""",53628,0.2239,0,Republican,1,0,0,0,239551,3014118.51,743687.59,6
OH,2014,2,OH-2,H4OH02156,"Tyszkiewicz, Marek",68453,0.3404,0,Democrat,0,0,0,1,201111,1216761.11,299158.91,2
NY,2008,21,NY-21,H8NY21203,"Tonko, Paul D.",11437,0.0415,0,Democrat,0,0,1,1,275872,3068323.96,753522.54,3
CA,2016,49,CA-49,H6CA49102,"Applegate, Doug",154267,0.4974,0,Democrat,0,0,1,1,310155,8362902.49,2051589.43,2
NC,2004,5,NC-5,H4NC05211,"Harrell, Jim A., Jr.",117271,0.4117,0,Democrat,0,0,1,0,284817,1565717.18,383580.90,2
MI,2006,9,MI-9,H2MI11042,"Knollenberg, Joe",142390,0.5156,1,Republican,1,1,0,1,276180,3508895.84,3105166.16,2
MI,2004,9,MI-9,H2MI11042,"Knollenberg, Joe",199210,0.5845,1,Republican,1,1,1,1,340799,1531309.17,1412325.72,2
CA,2016,7,CA-7,H6CA07126,"Jones, Scott R.",145168,0.4883,0,Republican,1,0,1,0,297301,5547871.35,1355340.14,2
WI,2006,3,WI-3,H6WI03149,"Nelson, Paul R.",88523,0.3512,0,Republican,1,0,0,1,252087,1031824.41,251423.96,2
IA,2004,1,IA-1,H2IA01014,"Gluba, Bill",125490,0.4326,0,Democrat,0,0,1,0,290054,2152650.51,524172.11,3
MI,2012,11 - UNEXPIRED TERM,MI-11 - UNEXPIRED TERM,H2MI11190,"Curson, David A.",159258,0.4839,1,Democrat,0,0,1,1,329137,629074.15,42822.17,1
VA,2010,8,VA-8,H0VA08149,"Murray, J. Patrick",71145,0.3730,0,Republican,1,0,0,0,190748,1819095.84,442922.49,2
CA,2006,47,CA-47,H4CA46087,"Nguyen, Tan ",28485,0.3767,0,Republican,1,0,0,1,75619,2418584.90,588609.11,2
MI,2016,14,MI-14,H2MI14111,"Lawrence, Brenda L.",244135,0.7851,1,Democrat,0,1,1,1,310974,700510.92,700510.92,1
MI,2014,14,MI-14,H2MI14111,"Lawrence, Brenda",165272,0.7779,1,Democrat,0,0,0,1,212468,690886.65,690886.65,1
MI,2012,9,MI-9,H2MI17023,"Levin, Sander",208846,0.6191,1,Democrat,0,1,1,1,337316,1704978.80,1649665.19,2
MI,2010,12,MI-12,H2MI17023,"Levin, Sander",124671,0.6108,1,Democrat,0,1,0,1,204117,2449691.70,2392308.92,2
MI,2004,12,MI-12,H2MI17023,"Levin, Sander",210827,0.6932,1,Democrat,0,1,1,0,304134,869450.84,869450.84,1
MI,2006,12,MI-12,H2MI17023,"Levin, Sander",168494,0.7017,1,Democrat,0,1,0,0,240115,742098.22,742098.22,1
MI,2008,12,MI-12,H2MI17023,"Levin, Sander",225094,0.7207,1,Democrat,0,1,1,1,312344,660714.19,660714.19,1
MI,2014,9,MI-9,H2MI17023,"Levin, Sander",136342,0.6039,1,Democrat,0,1,0,1,225757,1533736.76,1491686.94,2
MI,2016,9,MI-9,H2MI17023,"Levin, Sander",199661,0.5791,1,Democrat,0,1,1,1,344775,1279793.74,1279793.74,1
CA,2014,1,CA-1,H4CA01066,"Hall, Heidi",84320,0.3897,0,Democrat,0,0,0,1,216372,964223.63,233970.36,2
NM,2012,1,NM-1,H2NM01128,"Arnold-Jones, Janice E.",112473,0.4077,0,Republican,1,0,1,0,275856,2387915.86,578878.86,2
OK,2004,1,OK-1,H2OK01085,"Dodd, Doug",116731,0.3754,0,Democrat,0,0,1,0,310934,1345743.59,325979.26,2
SC,2012,7,SC-7,H2SC07108,"Tinubu, Gloria Bromell",0,1.0000,0,Democrat,0,0,1,1,275738,2641098.80,637043.15,2
FL,2008,6,FL-6,H8FL06080,"Cunha, Tim",146655,0.3911,0,Democrat,0,0,1,1,374957,1039538.16,249756.94,2
TX,2016,35,TX-35,H2TX35029,"Narvaiz, Susan",62384,0.3157,0,Republican,1,0,1,0,197576,554280.22,132593.04,2
NJ,2014,3,NJ-3,H4NJ03106,"Belgard, Aimee",82537,0.4435,0,Democrat,0,0,0,1,186103,7422723.75,1773981.28,2
IN,2012,5,IN-5,H2IN05090,"Reske, Scott",125347,0.3760,0,Democrat,0,0,1,1,333359,1672282.57,399589.84,3
IN,2016,2,IN-2,H6IN02155,"Coleman, Lynn C.",102401,0.3692,0,Democrat,0,0,1,1,277357,2729586.62,649084.99,2
MN,2014,7,MN-7,H2MN07014,"Peterson, Collin C.",130546,0.5421,1,Democrat,0,1,0,1,240835,2592853.93,1569350.49,2
MN,2012,7,MN-7,H2MN07014,"Peterson, Collin C.",197791,0.6038,1,Democrat,0,1,1,1,327576,2132349.14,1497202.12,2
MN,2010,7,MN-7,H2MN07014,"Peterson, Collin C.",133096,0.5520,1,Democrat,0,1,0,1,241097,1729811.40,1269568.11,4
MN,2008,7,MN-7,H2MN07014,"Peterson, Collin C.",227187,0.7220,1,Democrat,0,1,1,1,314680,1049869.10,1036468.10,2
MN,2006,7,MN-7,H2MN07014,"Peterson, Collin C.",179164,0.6966,1,Democrat,0,1,0,0,257194,686670.87,645291.69,2
MN,2004,7,MN-7,H2MN07014,"Peterson, Collin C.",207628,0.6607,1,Democrat,0,1,1,0,314257,651348.41,524074.06,2
MN,2016,7,MN-7,H2MN07014,"Peterson, Collin",173589,0.5247,1,Democrat,0,1,1,1,330848,704520.03,684956.19,2
NJ,2014,2,NJ-2,H4NJ02140,"Hughes, William J., Jr.",66026,0.3727,0,Democrat,0,0,0,1,177148,3182293.77,756353.94,2
MN,2016,8,MN-8,H2MN08111,"Nolan, Rick ",179098,0.5017,1,Democrat,0,1,1,1,356979,6670519.02,2892902.31,2
MN,2014,8,MN-8,H2MN08111,"Nolan, Rick",129090,0.4851,1,Democrat,0,1,0,1,266083,4243963.46,2113281.40,2
MN,2012,8,MN-8,H2MN08111,"Nolan, Richard",191976,0.5428,1,Democrat,0,0,1,1,353663,3602648.64,1228764.97,2
MO,2012,2,MO-2,H2MO02102,"Wagner, Ann",236971,0.6008,1,Republican,1,0,1,0,394448,2559929.05,2500363.74,2
MO,2016,2,MO-2,H2MO02102,"Wagner, Ann ",241954,0.5854,1,Republican,1,1,1,0,413296,1990241.52,1526930.25,2
MO,2014,2,MO-2,H2MO02102,"Wagner, Ann",148191,0.6412,1,Republican,1,1,0,0,231117,1222264.56,1165958.97,2
CA,2016,16,CA-16,H2CA16100,"Tacherra, Johnny M.",70483,0.4197,0,Republican,1,0,1,0,167956,2309677.02,548941.25,2
MA,2004,10,MA-10,H4MA10092,"Jones, Michael J.",114879,0.3408,0,Republican,1,0,1,1,337070,1106563.29,262804.16,2
IL,2006,11,IL-11,H6IL11109,"Pavich, John ",88846,0.4490,0,Democrat,0,0,0,0,197856,2500218.80,593330.37,2
NY,2014,1,NY-1,H2NY01067,"Bishop, Timothy H.",68387,0.3956,0,Democrat,0,1,0,1,172865,12593409.28,2988327.66,2
NY,2012,19,NY-19,H0NY20095,"Gibson, Christopher P.",123066,0.4323,0,Republican,1,1,1,0,284679,9287183.73,2203688.97,2
LA,2014,5,LA-5,H4LA05239,"Brown, Harris",9890,0.0413,0,Republican,1,0,0,0,239551,3014118.51,713107.00,6
MO,2012,5,MO-5,H6MO05189,"Turk, Jacob",122149,0.3691,0,Republican,1,0,1,0,330942,1561116.71,369273.53,2
TX,2012,27,TX-27,H2TX27133,"Harrison, Rose Meza",83395,0.3922,0,Democrat,0,0,1,1,212651,1661297.79,390919.06,3
CA,2014,16,CA-16,H2CA16100,"Tacherra, Johnny",44943,0.4927,0,Republican,1,0,0,0,91220,1458881.52,342204.12,2
WA,2014,1,WA-1,H4WA01241,"Celis, Pedro",101428,0.4496,0,Republican,1,0,0,0,225579,2991465.32,701552.78,2
NY,2012,1,NY-1,H2NY01067,"Bishop, Timothy H.",135118,0.4849,0,Democrat,0,1,1,1,278659,12941523.01,3031035.92,2
FL,2006,6,FL-6,H2FL06091,"Bruderly, David E.",91528,0.4012,0,Democrat,0,0,0,0,228129,594784.72,139248.19,2
IL,2008,6,IL-6,H8IL06071,"Morgenthaler, Jill",109007,0.4243,0,Democrat,0,0,1,1,256913,3536325.33,827460.57,2
NY,2008,20,NY-20,H8NY20122,"Treadwell, Sandy",99930,0.3206,0,Republican,1,0,1,0,311717,30094465.18,7038556.94,2
MT,2012,0,MT-0,H2MT01060,"Daines, Steve",255468,0.5325,1,Republican,1,0,1,0,479740,3012611.48,2021595.60,2
NC,2012,3,NC-3,H2NC01081,"Jones, Walter B.",195571,0.6311,1,Republican,1,1,1,0,309885,780079.19,745971.19,2
NC,2016,3,NC-3,H2NC01081,"Jones, Walter B.",217531,0.6720,1,Republican,1,1,1,0,323701,695578.94,695578.94,2
NC,2014,3,NC-3,H2NC01081,"Jones, Walter",139415,0.6781,1,Republican,1,1,0,0,205597,701289.90,677380.93,2
NC,2008,3,NC-3,H2NC01081,"Jones, Walter B.",201686,0.6590,1,Republican,1,1,1,0,306050,937063.87,915302.87,2
NC,2006,3,NC-3,H2NC01081,"Jones, Walter B.",99519,0.6864,1,Republican,1,1,0,1,144977,733570.62,674920.62,2
NC,2004,3,NC-3,H2NC01081,"Jones, Walter B.",171863,0.7070,1,Republican,1,1,1,1,243090,601282.27,586017.27,2
NC,2010,3,NC-3,H2NC01081,"Jones, Walter B.",143225,0.7186,1,Republican,1,1,0,0,199304,588524.25,577215.30,3
FL,2014,18,FL-18,H4FL18068,"Domino, Carl J.",101896,0.4022,0,Republican,1,0,0,0,253374,6423217.17,1498449.51,2
MO,2016,2,MO-2,H6MO02301,"Otto, Bill",155689,0.3767,0,Democrat,0,0,1,1,413296,1990241.52,463311.27,2
LA,2016,4,LA-4,H6LA04112,"Guillory, Elbert",21017,0.0735,0,Republican,1,0,1,0,285985,4306629.37,1001661.20,6
OK,2010,5,OK-5,H0OK05148,"Coyle, Billy",68074,0.3454,0,Democrat,0,0,0,1,197105,1547450.36,358550.45,3
NY,2016,19,NY-19,H6NY19243,"Teachout, Zephyr",125956,0.4095,0,Democrat,0,0,1,1,307614,21752047.58,5031761.19,2
NC,2014,7,NC-7,H2NC07096,"Rouzer, David",134431,0.5935,1,Republican,1,0,0,0,226504,1582413.05,1492826.12,3
CO,2014,2,CO-2,H4CO02094,"Leing, George",149645,0.4326,0,Republican,1,0,0,0,345945,1571434.97,363465.97,2
NC,2016,7,NC-7,H2NC07096,"Rouzer, David",211801,0.6091,1,Republican,1,1,1,0,347706,757572.54,742685.16,2
