State,Cycle,District,StateDistrict,FEC_ID,Cand_Name,Gen_Votes,Gen_Vote_Pct,Winner,PartyName,Party,Incumbent,PresYear,PartyInPres,TotDistVotes,TotDistDisb,TotDisb,CandinDist
SC,2006,4,SC-4,H6SC04148,"Cobin, John",4467,0.0248,0,Libertarian,2,0,0,0,179931,474442.35,23009.00,3
TX,2006,13,TX-13,H6TX13100,"Waun, Roger J.",33460,0.2301,0,Democrat,0,0,0,0,145396,579957.44,28112.00,2
KS,2016,4,KS-4,H6KS04173,"Allen, Miranda",19021,0.0691,0,Other,4,0,1,0,275251,1813209.15,87797.07,3
WV,2014,3,WV-3,H4WV03070,"Jenkins, Evan",77713,0.5535,1,Republican,1,0,0,0,140401,4292789.04,1647575.47,2
WV,2016,3,WV-3,H4WV03070,"Jenkins, Evan ",140741,0.6788,1,Republican,1,1,1,0,207332,703362.67,568743.98,3
PA,2006,6,PA-6,H4PA06045,"Murphy, Lois",117892,0.4934,0,Democrat,0,0,0,0,238939,7590074.70,4097667.58,2
WY,2004,0,WY-0,H4WY00055,"Cubin, Barbara ",132107,0.5527,1,Republican,1,1,1,1,239034,1318350.34,944912.45,2
NE,2012,3,NE-3,H2NE03023,"Sullivan, Mark ",65266,0.2583,0,Democrat,0,0,1,1,252689,741375.20,35860.00,2
AK,2008,0,AK-0,H6AK00045,"Young, Don E.",158939,0.5014,1,Republican,1,1,1,0,316978,4848520.54,3213536.55,2
AK,2006,0,AK-0,H6AK00045,"Young, Don E.",132743,0.5657,1,Republican,1,1,0,1,234645,2152298.29,1959811.40,2
IA,2014,1,IA-1,H4IA01069,"Murphy, Pat",141145,0.4879,0,Democrat,0,0,0,1,289306,2452782.10,1416830.14,2
AK,2010,0,AK-0,H6AK00045,"Young, Don",175384,0.6896,1,Republican,1,1,0,0,254335,1122881.76,887310.33,2
AK,2014,0,AK-0,H6AK00045,"Young, Don",142572,0.5097,1,Republican,1,1,0,0,279741,1047005.03,809039.20,3
AK,2012,0,AK-0,H6AK00045,"Young, Don",185296,0.6394,1,Republican,1,1,1,0,289804,690362.39,665974.39,2
CA,2006,29,CA-29,H6CA29179,"Paparian, William M.",8197,0.0572,0,Green,3,0,0,0,143404,946123.65,45741.00,2
OH,2012,13,OH-13,H2OH13199,"Agana, Marisha G.",88120,0.2723,0,Republican,1,0,1,0,323612,1033777.01,49956.53,2
OK,2006,3,OK-3,H6OK03207,"Barton, Sue",61749,0.3254,0,Democrat,0,0,0,0,189791,533337.85,25696.00,2
IL,2010,6,IL-6,H0IL06045,"Lowe, Benjamin S.",65379,0.3635,0,Democrat,0,0,0,1,179835,1314523.80,63300.48,2
NC,2014,13,NC-13,H4NC13033,"Cleary, Brenda",114718,0.4269,0,Democrat,0,0,0,1,268709,1522567.65,73180.80,2
FL,2006,25,FL-25,H6FL18022,"Calderin, Michael",43168,0.4153,0,Democrat,0,0,0,0,103933,733106.89,35164.34,2
CA,2012,4,CA-4,H2CA04114,"Uppal, Jack ",125885,0.3889,0,Democrat,0,0,1,1,323688,1182120.74,56622.40,2
AL,2016,4,AL-4,H6AL04098,"Aderholt, Robert",235925,0.9853,1,Republican,1,1,1,0,239444,1394461.23,1394461.23,1
AL,2012,4,AL-4,H6AL04098,"Aderholt, Robert",199071,0.7397,1,Republican,1,1,1,0,269118,1146471.88,1140896.88,2
AL,2010,4,AL-4,H6AL04098,"Aderholt, Robert",167714,0.9882,1,Republican,1,1,0,0,169721,969814.03,969814.03,1
AL,2014,4,AL-4,H6AL04098,"Aderholt, Robert",132831,0.9857,1,Republican,1,1,0,0,134752,909880.91,909880.91,1
AL,2004,4,AL-4,H6AL04098,"Aderholt, Robert",191110,0.7473,1,Republican,1,1,1,1,255724,760855.35,735358.06,2
AL,2008,4,AL-4,H6AL04098,"Aderholt, Robert",196741,0.7476,1,Republican,1,1,1,0,263167,711571.42,688870.42,2
AL,2006,4,AL-4,H6AL04098,"Aderholt, Robert B.",128484,0.7018,1,Republican,1,1,0,1,183072,622255.47,622255.47,1
NJ,2010,1,NJ-1,H8NJ01135,"Glading, Dale",58562,0.3480,0,Republican,1,0,0,0,168267,1358916.45,65075.00,2
LA,2004,7,LA-7,H4LA07052,"Cravins, ""Don""",67389,0.2460,0,Democrat,0,0,1,0,273932,4456975.56,212316.82,4
AR,2006,1,AR-1,H6AR01072,"Berry, Marion",127577,0.6926,1,Democrat,0,1,0,0,184188,1413410.14,1320299.40,2
AR,2004,1,AR-1,H6AR01072,"Berry, Marion",162388,0.6657,1,Democrat,0,1,1,0,243944,971680.67,947844.67,2
LA,2008,6,LA-6,H8LA06030,"Jackson, Michael",36198,0.1159,0,Other,4,0,1,0,312416,4456471.12,212218.86,3
AR,2004,2,AR-2,H6AR02203,"Synder, Vic",160834,0.5817,1,Democrat,0,1,1,0,276493,1454526.78,880501.15,2
AR,2006,2,AR-2,H6AR02203,"Snyder, Vic",124871,0.6053,1,Democrat,0,1,0,0,206303,742384.79,643535.85,2
AR,2008,2,AR-2,H6AR02203,"Snyder, Vic",212303,0.7654,1,Democrat,0,1,1,1,277366,307063.01,307063.01,1
RI,2008,2,RI-2,H0RI02097,"Driver, Rod",14,0.0001,0,Other,4,0,1,0,226234,772282.18,36715.18,4
CA,2006,27,CA-27,H6CA27272,"Hankwitz, Peter ",42074,0.3123,0,Republican,1,0,0,1,134724,894224.92,42315.34,2
IN,2012,3,IN-3,H6IN00027,"Boyd, Kevin R.",92363,0.3296,0,Democrat,0,0,1,1,280235,846849.60,40023.22,2
IN,2004,6,IN-6,H2IN06148,"Fox, Mel",85123,0.3129,0,Democrat,0,0,1,0,272049,1060309.38,50075.52,2
MD,2010,3,MD-3,H0MD03147,"Wilhelm, Jim",86947,0.3601,0,Republican,1,0,0,0,241429,871018.30,41109.48,2
PA,2008,12,PA-12,H6PA12030,"Murtha, John P.",155268,0.5785,1,Democrat,0,1,1,1,268388,7286799.10,3656401.29,2
AZ,2016,4,AZ-4,H2AZ04143,"Weisser, Mikel",81296,0.2855,0,Democrat,0,0,1,1,284783,748131.42,35258.96,2
CA,2004,25,CA-25,H4CA25099,"Willoughby, Fred ""Tim""",80395,0.3558,0,Democrat,0,0,1,0,225970,1002113.98,47171.00,2
WI,2012,4,WI-4,H0WI04090,"Sebring, Dan",80787,0.2480,0,Republican,1,0,1,0,325788,850327.81,40001.73,2
NC,2016,12,NC-12,H4NC12142,"Threatt, Leon",115185,0.3298,0,Republican,1,0,1,0,349300,886108.98,41628.12,2
AZ,2008,5,AZ-5,H6AZ05067,"Mitchell, Harry",149033,0.5316,1,Democrat,0,1,1,1,280365,3765613.00,2324603.92,2
NC,2016,9,NC-9,H6NC09184,"Cano, Christian",139041,0.4182,0,Democrat,0,0,1,1,332493,1270273.99,59507.93,2
AZ,2006,5,AZ-5,H6AZ05067,"Mitchell, Harry",101838,0.5041,1,Democrat,0,0,0,0,202010,4933573.81,1933187.11,2
AZ,2016,5,AZ-5,H6AZ05083,"Biggs, Andy",205184,0.6410,1,Republican,1,0,1,0,320124,965719.23,947069.35,2
FL,2016,1,FL-1,H6FL01176,"Specht, Steven ",114079,0.3090,0,Democrat,0,0,1,1,369186,1168305.28,54600.77,2
PA,2012,11,PA-11,H6PA17120,"Stilp, Gene",118231,0.4146,0,Democrat,0,0,1,1,285198,1400516.98,65232.46,2
CA,2014,49,CA-49,H4CA49099,"Peiser, Dave",64981,0.3983,0,Democrat,0,0,0,1,163142,1834787.86,85320.75,2
FL,2014,24,FL-24,H6FL17032,"Neree, Dufirstson Julio ",15239,0.1016,0,Republican,1,0,0,0,149918,259743.69,12040.00,3
AZ,2010,8,AZ-8,H6AZ08038,"Giffords, Gabrielle",138280,0.4876,1,Democrat,0,1,0,1,283578,5541958.38,3888405.81,2
NY,2012,10,NY-10,H2NY17071,"Nadler, Jerrold L.",156619,0.7627,1,Democrat,0,1,1,1,205349,1471936.40,1471936.40,1
AZ,2006,8,AZ-8,H6AZ08038,"Giffords, Gabrielle",137655,0.5425,1,Democrat,0,0,0,0,253720,3890982.38,2442124.30,4
LA,2004,3,LA-3,H4LA03044,"Caccioppi, Charmaine Degruise",19347,0.0731,0,Democrat,0,0,1,0,264620,5339471.43,247255.90,6
PA,2008,9,PA-9,H6PA09093,"Barr, Tony",98735,0.3608,0,Democrat,0,0,1,1,273686,1026599.01,47418.93,2
LA,2006,2,LA-2,H2LA02032,"Carter, Troy ""C""",11304,0.1202,0,Democrat,0,0,0,0,94026,3638859.76,167851.19,8
MO,2014,2,MO-2,H0MO02213,"Lieber, Arthur ",75384,0.3262,0,Democrat,0,0,0,1,231117,1222264.56,56305.59,2
MO,2008,8,MO-8,H8MO08072,"Allen, Joe",72790,0.2616,0,Democrat,0,0,1,1,278288,1347674.50,62072.56,2
MI,2014,2,MI-2,H4MI02104,"Vanderstelt, Dean",70851,0.3325,0,Democrat,0,0,0,1,213072,1158593.31,53344.98,2
CA,2010,2,CA-2,H6CA02010,"Herger, Wally ",130837,0.5715,1,Republican,1,1,0,0,228940,1016563.16,863128.49,2
CA,2006,2,CA-2,H6CA02010,"Herger, Wally ",134911,0.6418,1,Republican,1,1,0,1,210202,868686.71,711853.77,2
CA,2004,2,CA-2,H6CA02010,"Herger, Wally",182119,0.6685,1,Republican,1,1,1,1,272429,580675.91,580675.91,1
NY,2012,6,NY-6,H2NY06157,"Halloran, Daniel J.",45993,0.2798,0,Republican,1,0,1,0,164374,3937319.64,180571.68,3
OH,2008,13,OH-13,H8OH13113,"Potter, David S.",105050,0.3529,0,Republican,1,0,1,0,297680,755709.34,34510.00,2
MN,2006,3,MN-3,H6MN03113,"Wilde, Wendy",99588,0.3504,0,Democrat,0,0,0,0,284244,1492234.16,67863.03,2
FL,2014,19,FL-19,H4FL19058,"Freeman, April",80824,0.3274,0,Democrat,0,0,0,1,246861,5103197.67,231797.67,3
MI,2008,4,MI-4,H8MI04077,"Concannon, Andrew D. ",117665,0.3568,0,Democrat,0,0,1,1,329764,2690121.00,121973.65,2
IL,2012,9,IL-9,H2IL09110,"Wolfe, Timothy C.",98924,0.3367,0,Republican,1,0,1,0,293807,1401559.10,63491.75,2
CA,2006,5,CA-5,H6CA05195,"Matsui, Doris O.",105676,0.7080,1,Democrat,0,1,0,0,149266,2475971.31,2463339.31,2
CA,2008,5,CA-5,H6CA05195,"Matsui, Doris",164242,0.7427,1,Democrat,0,1,1,1,221155,896632.61,889118.97,3
CA,2010,5,CA-5,H6CA05195,"Matsui, Doris",124220,0.7205,1,Democrat,0,1,0,1,172410,866839.72,842505.42,2
CA,2016,6,CA-6,H6CA05195,"Matsui, Doris",177565,0.7543,1,Democrat,0,1,1,1,235413,1006354.57,1003549.57,2
CA,2014,6,CA-6,H6CA05195,"Matsui, Doris",97008,0.7269,1,Democrat,0,1,0,1,133456,1003341.66,982391.48,2
CA,2012,6,CA-6,H6CA05195,"Matsui, Doris ",160667,0.7505,1,Democrat,0,1,1,1,214073,887324.38,858322.90,2
IN,2006,6,IN-6,H6IN06149,"Welsh, Barry A. ",76812,0.3999,0,Democrat,0,0,0,0,192078,1381854.22,62345.06,2
MD,2012,3,MD-3,H2MD03143,"Knowles, Eric Delano",94549,0.2956,0,Republican,1,0,1,0,319859,671107.01,30271.32,2
MD,2006,8,MD-8,H6MD08440,"Stein, Jeffrey M.",48324,0.2190,0,Republican,1,0,0,1,220685,708511.77,31845.00,2
WI,2004,1,WI-1,H4WI01064,"Thomas, Jeffrey Chapman",116250,0.3257,0,Democrat,0,0,1,0,356976,918223.16,41248.95,3
NY,2004,8,NY-8,H4NY08043,"Hort, Peter",39240,0.1949,0,Other,4,0,1,0,201322,3171922.01,142406.33,2
TX,2010,22,TX-22,H0TX22112,"Rogers, Kesha",62082,0.2982,0,Democrat,0,0,0,1,208223,1373644.65,61667.59,2
CA,2010,7,CA-7,H6CA07043,"Miller, George ",122118,0.6825,1,Democrat,0,1,0,1,178916,1139352.71,1008838.16,2
CA,2008,7,CA-7,H6CA07043,"Miller, George",170962,0.7282,1,Democrat,0,1,1,1,234773,961857.54,948690.54,2
CA,2006,7,CA-7,H6CA07043,"Miller, George ",118000,0.8399,1,Democrat,0,1,0,0,140486,719641.83,719641.83,1
CA,2004,7,CA-7,H6CA07043,"Miller, George",166831,0.7608,1,Democrat,0,1,1,0,219277,571961.78,571961.78,1
CA,2012,11,CA-11,H6CA07043,"Miller, George ",200743,0.6973,1,Democrat,0,1,1,1,287879,885945.61,885945.61,1
TX,2008,3,TX-3,H8TX03032,"Daley, Tom",108693,0.3803,0,Democrat,0,0,1,1,285783,1643478.78,73658.49,2
AR,2012,4,AR-4,H2AR04109,"Jeffress, Gene",95013,0.3669,0,Democrat,0,0,1,1,258953,2192906.07,98039.53,2
MO,2014,6,MO-6,H2MO06202,"Hedge, W.A. (Bill)",55157,0.2950,0,Democrat,0,0,0,1,186970,1176853.52,52587.25,2
CA,2008,13,CA-13,H6CA09023,"Stark, Fortney",166829,0.7643,1,Democrat,0,1,1,1,218276,659575.32,659575.32,1
CA,2006,13,CA-13,H6CA09023,"Stark, Fortney Pete",110756,0.7489,1,Democrat,0,1,0,0,147897,669641.06,645577.57,2
CA,2004,13,CA-13,H6CA09023,"Stark, Fortney Pete",144605,0.7161,1,Democrat,0,1,1,0,201921,487625.49,455740.74,2
CA,2010,13,CA-13,H6CA09023,"Stark, Fortney Pete",118278,0.7195,1,Democrat,0,1,0,1,164378,386699.55,371118.55,2
WV,2004,2,WV-2,H4WV02049,"Wells, Erik",106131,0.4129,0,Democrat,0,0,1,0,257025,1732878.14,77410.81,2
OR,2006,2,OR-2,H6OR02157,"Voisin, Carol",82484,0.3036,0,Democrat,0,0,0,0,271719,1464385.86,65269.41,2
CA,2008,10,CA-10,H6CA10088,"Tauscher, Ellen O.",192226,0.6512,1,Democrat,0,1,1,1,295165,1153916.00,1049783.39,2
CA,2006,10,CA-10,H6CA10088,"Tauscher, Ellen O.",130859,0.6643,1,Democrat,0,1,0,0,196978,843321.69,830583.69,3
CA,2004,10,CA-10,H6CA10088,"Tauscher, Ellen O.",182750,0.6571,1,Democrat,0,1,1,0,278099,939423.26,780202.04,2
OK,2012,4,OK-4,H2OK04139,"Bebo, Donna Marie",71846,0.2760,0,Democrat,0,0,1,1,260331,809842.94,35892.51,2
NJ,2012,5,NJ-5,H2NJ05287,"Gussen, Adam",130102,0.4274,0,Democrat,0,0,1,1,304377,1161621.18,51444.28,2
WA,2006,1,WA-1,H6WA01162,"Ishmael, Larry W.",78105,0.3228,0,Republican,1,0,0,1,241937,972548.69,43036.00,2
ID,2014,2,ID-2,H2ID02018,"Stallings, Richard ",82801,0.3864,0,Democrat,0,0,0,1,214293,2576201.55,113773.63,2
FL,2010,19,FL-19,H0FL19072,"Budd, Joe",78733,0.3730,0,Republican,1,0,0,0,211059,1960659.99,86440.21,2
OH,2016,9,OH-9,H6OH09099,"Larson, Donald P.",88427,0.3131,0,Republican,1,0,1,0,282398,735156.86,32382.68,2
CA,2008,21,CA-21,H8CA21107,"Johnson, Larry",66317,0.3161,0,Democrat,0,0,1,1,209815,768060.26,33827.65,2
NJ,2004,3,NJ-3,H4NJ03080,"Conaway, Herb",107034,0.3465,0,Democrat,0,0,1,0,308862,961677.50,42335.10,2
TX,2012,32,TX-32,H2TX32067,"McGovern, Katherine Savers",99288,0.3946,0,Democrat,0,0,1,1,251636,1801451.69,79146.85,3
GA,2006,6,GA-6,H6GA06108,"Sinton, Steve ",55294,0.2761,0,Democrat,0,0,0,0,200252,2386385.66,104824.38,2
LA,2016,4,LA-4,H6LA04096,"John, ""Rick""",13220,0.0462,0,Republican,1,0,1,0,285985,4306629.37,188696.40,6
OR,2014,5,OR-5,H4OR05239,"Smith, Tootie ",110332,0.3925,0,Republican,1,0,0,0,281088,1428212.56,62513.43,2
NC,2012,3,NC-3,H2NC03087,"Anderson, Erik",114314,0.3689,0,Democrat,0,0,1,1,309885,780079.19,34108.00,2
CA,2016,20,CA-20,H6CA20152,"Panetta, Jimmy ",180980,0.7075,1,Democrat,0,0,1,1,255791,1475457.59,1056631.20,2
CA,2006,24,CA-24,H6CA21028,"Gallegy, Elton ",129812,0.6202,1,Republican,1,1,0,1,209292,1076764.89,944857.56,2
CA,2010,24,CA-24,H6CA21028,"Gallegly, Elton",144055,0.5994,1,Republican,1,1,0,0,240334,991219.72,811193.84,2
CA,2008,24,CA-24,H6CA21028,"Gallegly, Elton",174492,0.5815,1,Republican,1,1,1,0,300052,748991.30,737064.30,2
CA,2004,24,CA-24,H6CA21028,"Gallegly, Elton",178660,0.6282,1,Republican,1,1,1,1,284378,758503.09,551064.85,2
CA,2014,50,CA-50,H2CA50166,"Kimber, James H.",45302,0.2880,0,Democrat,0,0,0,1,157299,879743.71,38433.50,2
TX,2012,27,TX-27,H2TX27257,"Baldwin, Bret",5354,0.0252,0,Other,4,0,1,0,212651,1661297.79,72478.65,3
CA,2010,22,CA-22,H6CA22125,"McCarthy, Kevin",173490,0.9876,1,Republican,1,1,0,0,175663,1736571.18,1736571.18,1
CA,2008,22,CA-22,H6CA22125,"McCarthy, Kevin",224549,1.0000,1,Republican,1,1,1,0,224549,709692.11,709692.11,1
CA,2006,22,CA-22,H6CA22125,"McCarthy, Kevin ",133278,0.7070,1,Republican,1,0,0,1,188504,710014.91,682341.91,2
CA,2016,23,CA-23,H6CA22125,"McCarthy, Kevin",167116,0.6918,1,Republican,1,1,1,0,241584,8201811.89,8161454.49,2
CA,2014,23,CA-23,H6CA22125,"McCarthy, Kevin",100317,0.7484,1,Republican,1,1,0,0,134043,5944015.82,5935084.48,2
CA,2012,23,CA-23,H6CA22125,"McCarthy, Kevin ",158161,0.7322,1,Republican,1,1,1,0,216003,4042226.19,3993705.62,2
MI,2006,7,MI-7,H4MI07137,"Renier, Sharon Marie",112665,0.4598,0,Democrat,0,0,0,0,245026,1281761.75,55795.95,3
TX,2004,16,TX-16,H4TX16066,"Brigham, David",49972,0.3108,0,Republican,1,0,1,1,160773,646775.99,27985.00,2
TX,2014,1,TX-1,H2TX01062,"McKellar, Shirley J.",33476,0.2253,0,Democrat,0,0,0,1,148560,727106.48,31398.50,2
CA,2010,30,CA-30,H6CA24048,"Waxman, Henry A.",153663,0.6463,1,Democrat,0,1,0,1,237747,1826331.08,1440465.32,3
CA,2008,30,CA-30,H6CA24048,"Waxman, Henry A.",242792,1.0000,1,Democrat,0,1,1,1,242792,745091.08,745091.08,1
CA,2006,30,CA-30,H6CA24048,"Waxman, Henry A.",151284,0.7145,1,Democrat,0,1,0,0,211734,574879.46,553054.46,2
CA,2004,30,CA-30,H6CA24048,"Waxman, Henry A.",216682,0.7124,1,Democrat,0,1,1,0,304147,710129.15,453719.13,2
CA,2012,33,CA-33,H6CA24048,"Waxman, Henry A. ",171860,0.5396,1,Democrat,0,1,1,1,318520,12485394.36,2663178.90,2
CA,2004,27,CA-27,H6CA24113,"Sherman, Brad",125296,0.6227,1,Democrat,0,1,1,0,201198,871679.14,871679.14,1
CA,2006,27,CA-27,H6CA24113,"Sherman, Brad ",92650,0.6877,1,Democrat,0,1,0,0,134724,894224.92,851909.58,2
CA,2010,27,CA-27,H6CA24113,"Sherman, Brad",102927,0.6515,1,Democrat,0,1,0,1,157983,925406.43,818272.53,2
CA,2008,27,CA-27,H6CA24113,"Sherman, Brad",145812,0.6851,1,Democrat,0,1,1,1,212835,600539.12,565843.63,2
NY,2008,8,NY-8,H2NY17071,"Nadler, Jerrold L.",152153,0.7613,1,Democrat,0,1,1,1,199861,1044460.06,1044460.06,1
CA,2014,30,CA-30,H6CA24113,"Sherman, Brad",86568,0.6564,1,Democrat,0,1,0,1,131883,1332819.59,1327753.62,2
CA,2016,30,CA-30,H6CA24113,"Sherman, Brad",205279,0.7264,1,Democrat,0,1,1,1,282604,523951.14,523951.14,1
MD,2008,8,MD-8,H8MD08156,"Hudson, Steve",66351,0.2168,0,Republican,1,0,1,0,306014,1374982.83,59215.18,3
NY,2014,10,NY-10,H2NY17071,"Nadler, Jerrold L.",73945,0.7258,1,Democrat,0,1,0,1,101881,1276209.66,1276209.66,1
VT,2010,0,VT-0,H0VT00106,"Beaudry, Paul D.",76403,0.3203,0,Republican,1,0,0,0,238521,729826.81,31279.35,2
MD,2012,5,MD-5,H2MD05478,"O'Donnell, Tony",95271,0.2771,0,Republican,1,0,1,0,343820,4009681.37,171648.43,2
VA,2016,1,VA-1,H6VA01174,"Rowe, M. D. ""Matt""",140785,0.3660,0,Democrat,0,0,1,1,384655,1097247.27,46846.56,2
CA,2010,16,CA-16,H0CA16096,"Gonzalez, Edward ",12304,0.0788,0,Libertarian,2,0,0,0,156058,825551.92,35177.99,2
PA,2004,2,PA-2,H4PA02044,"Bolno, Stewart",34411,0.1196,0,Republican,1,0,1,1,287637,401291.40,16973.00,2
TX,2010,9,TX-9,H0TX09143,"Mueller, Steve",24201,0.2288,0,Republican,1,0,0,0,105767,373323.98,15712.99,2
NJ,2006,2,NJ-2,H6NJ02145,"Thomas-Hughes, Viola",64279,0.3560,0,Democrat,0,0,0,0,180575,1750180.23,73637.00,3
UT,2010,3,UT-3,H0UT03144,"Hyer, Karen",44320,0.2294,0,Democrat,0,0,0,1,193186,566688.13,23817.55,3
TN,2004,6,TN-6,H4TN06127,"Demas, Nick",87523,0.3358,0,Republican,1,0,1,1,260642,890099.43,37402.61,2
CA,2016,29,CA-29,H6CA29229,"Alarcon, Richard",43417,0.2527,0,Democrat,0,0,1,1,171824,1686606.30,70834.33,2
AZ,2016,7,AZ-7,H6AZ07030,"Nunez, Eve",39286,0.2474,0,Republican,1,0,1,0,158811,766499.60,32120.36,2
CA,2010,3,CA-3,H6CA34112,"Lungren, Dan",131169,0.5008,1,Republican,1,1,0,0,261938,4910329.87,1974501.49,2
CA,2004,3,CA-3,H6CA34112,"Lungren, Dan",177738,0.6191,1,Republican,1,0,1,1,287073,1506630.27,1407973.53,3
CA,2008,3,CA-3,H6CA34112,"Lungren, Dan",155424,0.4949,1,Republican,1,1,1,0,314046,2056560.79,1325042.62,2
CA,2006,3,CA-3,H6CA34112,"Lungren, Dan",135709,0.5948,1,Republican,1,1,0,1,228169,948558.73,633995.34,3
OH,2014,4,OH-4,H4OH04046,"Garrett, Janet",60165,0.3233,0,Democrat,0,0,0,1,186072,1060330.70,44108.16,2
SC,2014,5,SC-5,H4SC05058,"Adams, Tom ",0,0.0000,0,Democrat,0,0,0,1,175145,1239026.95,51446.36,2
TX,2010,19,TX-19,H0TX19043,"Wilson, Andy",25984,0.1906,0,Democrat,0,0,0,1,136358,1016148.96,42097.13,2
PA,2012,14,PA-14,H2PA14084,"Lessmann, Hans F.",75702,0.2311,0,Republican,1,0,1,0,327634,790368.28,32719.29,2
TX,2004,7,TX-7,H4TX07057,"Martinez, John",91126,0.3330,0,Democrat,0,0,1,0,273651,652326.48,26993.00,3
TX,2012,20,TX-20,H2TX20039,"Rosa, David",62376,0.3350,0,Republican,1,0,1,0,186177,1410320.16,58352.11,2
MN,2010,5,MN-5,H0MN05103,"Torgerson, Lynne",8548,0.0374,0,Other,4,0,0,0,228746,1446611.94,59638.64,4
CA,2006,37,CA-37,H6CA37222,"Millender-McDonald, Juanita ",80716,0.8240,1,Democrat,0,1,0,0,97962,355788.54,355788.54,1
CA,2004,37,CA-37,H6CA37222,"Millender-McDonald, Juanita",118823,0.7505,1,Democrat,0,1,1,0,158318,307061.41,307061.41,1
TX,2016,25,TX-25,H6TX25179,"Thomas, Kathi ",117073,0.3774,0,Democrat,0,0,1,1,310196,1268510.00,52100.87,2
CA,2010,40,CA-40,H6CA39020,"Royce, Ed",119455,0.6679,1,Republican,1,1,0,0,178855,1661978.10,1661978.10,1
CA,2006,40,CA-40,H6CA39020,"Royce, Ed",100995,0.6676,1,Republican,1,1,0,1,151289,1457690.34,1317280.01,2
CA,2008,40,CA-40,H6CA39020,"Royce, Ed",144923,0.6255,1,Republican,1,1,1,0,231695,1172946.82,1172946.82,1
CA,2004,40,CA-40,H6CA39020,"Royce, Ed",147617,0.6793,1,Republican,1,1,1,1,217301,736723.54,736723.54,1
CA,2012,39,CA-39,H6CA39020,"Royce, Ed ",145607,0.5779,1,Republican,1,1,1,0,251967,5232347.84,4517754.11,2
CA,2016,39,CA-39,H6CA39020,"Royce, Ed",150777,0.5723,1,Republican,1,1,1,0,263456,3739901.19,3663387.68,2
CA,2014,39,CA-39,H6CA39020,"Royce, Ed",91319,0.6854,1,Republican,1,1,0,0,133225,1749069.36,1743860.38,2
CT,2012,2,CT-2,H2CT02146,"Formica, Paul M.",88103,0.2937,0,Republican,1,0,1,0,299960,3023363.51,123494.27,2
WI,2014,5,WI-5,H4WI05099,"Rockwood, Chris",101190,0.3040,0,Democrat,0,0,0,1,332826,340913.44,13917.00,2
FL,2006,14,FL-14,H4FL14091,"Neeld, Robert M.",83920,0.3563,0,Democrat,0,0,0,0,235539,1014401.78,41316.15,2
GA,2016,2,GA-2,H4GA02060,"Duke, Greg",94056,0.3877,0,Republican,1,0,1,0,242599,1103864.48,44957.38,2
CA,2010,41,CA-41,H8CA41113,"Meagher, Pat",74394,0.3678,0,Democrat,0,0,0,1,202286,1196634.32,48418.03,2
CA,2008,43,CA-43,H6CA42099,"Baca, Joe",108259,0.6914,1,Democrat,0,1,1,1,156571,950913.48,885969.18,2
CA,2006,43,CA-43,H6CA42099,"Baca, Joe ",52791,0.6449,1,Democrat,0,1,0,0,81860,760827.41,744230.41,2
CA,2010,43,CA-43,H6CA42099,"Baca, Joe",70026,0.6550,1,Democrat,0,1,0,1,106916,721776.19,697007.19,2
CA,2004,43,CA-43,H6CA42099,"Baca, Joe",86830,0.6637,1,Democrat,0,1,1,0,130834,450292.17,450292.17,1
GA,2014,9,GA-9,H4GA09057,"Vogel, David Donald",34988,0.1933,0,Democrat,0,0,0,1,181047,692422.78,27968.16,2
MN,2004,8,MN-8,H4MN08059,"Groettum, Mark",112693,0.3215,0,Republican,1,0,1,1,350483,1019841.85,41189.56,3
CA,2008,39,CA-39,H8CA39125,"Lenning, Diane A.",54533,0.3033,0,Republican,1,0,1,0,179822,458073.00,18479.00,2
CA,2016,44,CA-44,H6CA44103,"Barragán, Nanette Diaz",93124,0.5220,1,Democrat,0,0,1,1,178413,3838189.08,1896569.59,2
VA,2016,2,VA-2,H6VA02115,"Brown, Shaun D.",119440,0.3845,0,Democrat,0,0,1,1,310640,839867.06,33849.46,2
CA,2010,13,CA-13,H0CA13119,"Pareja, Chris",525,0.0032,0,Other,4,0,0,0,164378,386699.55,15581.00,2
CA,2010,47,CA-47,H6CA46033,"Sanchez, Loretta",50832,0.5298,1,Democrat,0,1,0,1,95954,3818174.81,2303721.82,3
CA,2004,47,CA-47,H6CA46033,"Sanchez, Loretta",65684,0.6038,1,Democrat,0,1,1,0,108783,2193458.59,1837082.54,2
CA,2006,47,CA-47,H6CA46033,"Sanchez, Loretta ",47134,0.6233,1,Democrat,0,1,0,0,75619,2418584.90,1829975.79,2
CA,2008,47,CA-47,H6CA46033,"Sanchez, Loretta",85878,0.6949,1,Democrat,0,1,1,1,123584,1311240.04,1258599.48,2
CA,2012,46,CA-46,H6CA46033,"Sanchez, Loretta ",95694,0.6387,1,Democrat,0,1,1,1,149815,1808878.40,1679429.19,2
CA,2014,46,CA-46,H6CA46033,"Sanchez, Loretta",49738,0.5970,1,Democrat,0,1,0,1,83315,1300149.18,1284391.54,2
CA,2016,46,CA-46,H6CA46116,"Correa, Lou",115248,0.7002,1,Democrat,0,0,1,1,164593,1192032.10,918038.25,2
CA,2008,47,CA-47,H6CA47031,"Avila, Rosemarie ""Rosie""",31432,0.2543,0,Republican,1,0,1,0,123584,1311240.04,52640.56,2
